#,Club(s),Club(s),Compétition,Dépenses,Arrivées,Revenus,Départs,Solde
37,,Coventry City,Premier League,"62,36 mio. €",232,"51,62 mio. €",228,"-10,74 mio. €"
38,,Manchester City,First Division,"60,27 mio. €",276,"39,98 mio. €",276,"-20,29 mio. €"
39,,Sevilla FC,LaLiga,"59,88 mio. €",151,"48,15 mio. €",155,"-11,73 mio. €"
40,,Derby County,Premier League,"57,33 mio. €",204,"51,63 mio. €",201,"-5,70 mio. €"
41,,CD Teneriffa,LaLiga2,"55,52 mio. €",137,"36,69 mio. €",124,"-18,84 mio. €"
42,,AS Monaco,Ligue 1,"53,91 mio. €",157,"69,18 mio. €",155,"15,27 mio. €"
43,,UC Sampdoria,Serie B,"53,41 mio. €",198,"142,08 mio. €",224,"88,67 mio. €"
44,,VfB Stuttgart,Bundesliga,"51,83 mio. €",165,"53,89 mio. €",160,"2,06 mio. €"
45,,Fenerbahce,Süper Lig,"51,70 mio. €",282,"36,77 mio. €",285,"-14,93 mio. €"
46,,Paris Saint-Germain,Ligue 1,"49,39 mio. €",204,"67,84 mio. €",206,"18,45 mio. €"
47,,SSC Napoli,Serie B,"47,87 mio. €",238,"36,68 mio. €",274,"-11,20 mio. €"
48,,Crystal Palace,First Division,"47,80 mio. €",228,"67,50 mio. €",230,"19,70 mio. €"
49,,Olympiakós Le Pirée,Super League 1,"46,86 mio. €",148,"9,90 mio. €",147,"-36,96 mio. €"
50,,FC Girondins de Bordeaux,Ligue 1,"46,57 mio. €",195,"36,79 mio. €",189,"-9,78 mio. €"
51,,Athletic Bilbao,LaLiga,"45,53 mio. €",115,"27,47 mio. €",111,"-18,06 mio. €"
52,,Leicester City,Premier League,"43,22 mio. €",212,"37,37 mio. €",202,"-5,86 mio. €"
53,,FC Schalke 04,Bundesliga,"42,88 mio. €",177,"18,23 mio. €",172,"-24,65 mio. €"
54,,FC Southampton,Premier League,"42,87 mio. €",217,"45,11 mio. €",210,"2,24 mio. €"
55,,AFC Sunderland,Premier League,"42,27 mio. €",220,"21,98 mio. €",208,"-20,28 mio. €"
56,,Wimbledon FC,Premier League,"41,46 mio. €",178,"38,46 mio. €",154,"-3,01 mio. €"
57,,Real Zaragoza,LaLiga,"40,40 mio. €",127,"24,69 mio. €",130,"-15,71 mio. €"
58,,Udinese Calcio,Serie A,"38,90 mio. €",272,"56,58 mio. €",291,"17,67 mio. €"
59,,UD Las Palmas,LaLiga2,"38,51 mio. €",140,"9,58 mio. €",147,"-28,93 mio. €"
60,,Bolton Wanderers,First Division,"37,87 mio. €",160,"43,41 mio. €",158,"5,55 mio. €"
61,,Olympique Lyonnais,Ligue 1,"36,92 mio. €",173,"14,95 mio. €",175,"-21,97 mio. €"
62,,SV Werder Bremen,Bundesliga,"36,82 mio. €",130,"28,86 mio. €",121,"-7,96 mio. €"
63,,Hamburger SV,Bundesliga,"35,71 mio. €",189,"30,49 mio. €",182,"-5,23 mio. €"
64,,CA Boca Juniors,Torneo Final,"35,41 mio. €",204,"35,12 mio. €",192,-284 K €
65,,Hertha BSC,Bundesliga,"34,74 mio. €",188,"5,71 mio. €",186,"-29,02 mio. €"
66,,RCD Mallorca,LaLiga,"34,56 mio. €",182,"53,93 mio. €",163,"19,37 mio. €"
67,,Feyenoord Rotterdam,Eredivisie,"34,10 mio. €",196,"21,73 mio. €",197,"-12,38 mio. €"
68,,Birmingham City,First Division,"33,96 mio. €",273,"20,33 mio. €",272,"-13,62 mio. €"
69,,1.FC Kaiserslautern,Bundesliga,"33,51 mio. €",155,"29,54 mio. €",159,"-3,97 mio. €"
70,,Galatasaray,Süper Lig,"29,94 mio. €",294,"15,58 mio. €",290,"-14,36 mio. €"
71,,Eintracht Francfort,Bundesliga,"29,85 mio. €",205,"35,31 mio. €",205,"5,46 mio. €"
72,,Real Sociedad,LaLiga,"28,30 mio. €",84,"45,91 mio. €",91,"17,60 mio. €"
73,,Wolverhampton Wanderers,First Division,"28,02 mio. €",192,"22,64 mio. €",191,"-5,38 mio. €"
74,,1. FC Köln,2. Bundesliga,"27,75 mio. €",165,"36,13 mio. €",167,"8,38 mio. €"
75,,Espanyol Barcelona,LaLiga,"26,92 mio. €",180,"46,89 mio. €",182,"19,96 mio. €"
76,,SL Benfica,Liga Portugal,"26,03 mio. €",257,"43,47 mio. €",252,"17,44 mio. €"
77,,FC Fulham,First Division,"25,61 mio. €",222,"5,48 mio. €",215,"-20,13 mio. €"
78,,Borussia Mönchengladbach,2. Bundesliga,"23,87 mio. €",150,"33,36 mio. €",153,"9,49 mio. €"
79,,FC Porto,Liga Portugal,"23,63 mio. €",252,"60,01 mio. €",242,"36,37 mio. €"
80,,Sheffield United,First Division,"23,61 mio. €",250,"29,92 mio. €",246,"6,31 mio. €"
81,,RC Lens,Ligue 1,"22,90 mio. €",182,"36,85 mio. €",177,"13,95 mio. €"
82,,Queens Park Rangers,First Division,"21,61 mio. €",175,"44,16 mio. €",175,"22,55 mio. €"
83,,1.FC Nürnberg,2. Bundesliga,"20,11 mio. €",209,"21,48 mio. €",214,"1,37 mio. €"
84,,Besiktas JK,Süper Lig,"20,06 mio. €",207,"14,47 mio. €",206,"-5,59 mio. €"
85,,Karlsruher SC,2. Bundesliga,"19,08 mio. €",169,"25,04 mio. €",160,"5,96 mio. €"
86,,Ipswich Town,First Division,"19,05 mio. €",155,"26,11 mio. €",156,"7,06 mio. €"
87,,Charlton Athletic,First Division,"18,97 mio. €",183,"20,18 mio. €",165,"1,20 mio. €"
88,,Norwich City,First Division,"18,62 mio. €",170,"44,33 mio. €",178,"25,71 mio. €"
89,,Trabzonspor,Süper Lig,"18,38 mio. €",207,"19,53 mio. €",212,"1,16 mio. €"
90,,Racing Santander,LaLiga,"18,23 mio. €",119,"17,03 mio. €",125,"-1,20 mio. €"
91,,RSC Anderlecht,Jupiler Pro League,"17,54 mio. €",161,"26,51 mio. €",159,"8,97 mio. €"
92,,FC Portsmouth,First Division,"17,18 mio. €",188,"23,11 mio. €",175,"5,93 mio. €"
93,,Real Oviedo,LaLiga,"16,49 mio. €",107,"24,22 mio. €",98,"7,73 mio. €"
94,,Bradford City,Premier League,"16,18 mio. €",189,"17,39 mio. €",177,"1,22 mio. €"
95,,RC Strasbourg Alsace,Ligue 1,"16,02 mio. €",177,"19,24 mio. €",176,"3,22 mio. €"
96,,TSV 1860 München,Bundesliga,"15,87 mio. €",203,"11,69 mio. €",201,"-4,19 mio. €"
97,,Villarreal CF,LaLiga2,"15,16 mio. €",112,"1,22 mio. €",90,"-13,94 mio. €"
98,,Barnsley FC,First Division,"14,75 mio. €",152,"17,87 mio. €",147,"3,12 mio. €"
99,,Clube Regatas Flamengo,Brésil,"14,30 mio. €",190,"14,33 mio. €",190,30 K €
100,,FC Bologna,Serie A,"14,28 mio. €",257,"11,88 mio. €",295,"-2,41 mio. €"
101,,West Bromwich Albion,First Division,"14,27 mio. €",199,"16,01 mio. €",200,"1,74 mio. €"
102,,US Salernitana,Serie B,"14,08 mio. €",271,"13,43 mio. €",294,-649 K €
103,,FC Watford,Premier League,"14,08 mio. €",170,"22,74 mio. €",155,"8,66 mio. €"
104,,AS Bari,Serie A,"13,93 mio. €",224,"41,02 mio. €",248,"27,10 mio. €"
105,,Torino Calcio,Serie A,"13,52 mio. €",267,"32,30 mio. €",307,"18,78 mio. €"
106,,FC Reading,Angleterre,"13,50 mio. €",171,"8,16 mio. €",149,"-5,34 mio. €"
107,,CA River Plate,Torneo Final,"13,50 mio. €",186,"75,15 mio. €",179,"61,65 mio. €"
108,,Sporting Gijón,LaLiga2,"12,61 mio. €",149,"24,85 mio. €",151,"12,24 mio. €"
109,,Huddersfield Town,First Division,"12,27 mio. €",178,"12,16 mio. €",162,-113 K €
110,,Vitesse Arnhem,Eredivisie,"12,17 mio. €",164,"33,36 mio. €",160,"21,19 mio. €"
111,,Brescia Calcio,Serie B,"12,13 mio. €",264,"8,87 mio. €",306,"-3,26 mio. €"
112,,KFC Uerdingen 05,RL West-Südwest,"11,57 mio. €",192,"20,58 mio. €",189,"9,01 mio. €"
113,,Atalanta BC,Serie B,"11,26 mio. €",248,"43,25 mio. €",269,"31,99 mio. €"
114,,FC Millwall,Angleterre,"11,08 mio. €",207,"25,21 mio. €",197,"14,13 mio. €"
115,,UD Salamanca,LaLiga2,"11,04 mio. €",145,"18,52 mio. €",144,"7,48 mio. €"
116,,VfL Wolfsburg,Bundesliga,"10,99 mio. €",124,"5,35 mio. €",97,"-5,64 mio. €"
117,,MSV Duisburg,Bundesliga,"10,92 mio. €",169,"11,66 mio. €",159,737 K €
118,,Aberdeen FC,Premiership,"10,87 mio. €",124,"11,17 mio. €",118,302 K €
119,,FC Hansa Rostock,Bundesliga,"10,85 mio. €",133,"20,58 mio. €",139,"9,73 mio. €"
120,,Bristol City,Angleterre,"10,67 mio. €",192,"12,91 mio. €",182,"2,24 mio. €"
121,,Cagliari Calcio,Serie A,"10,65 mio. €",211,"20,69 mio. €",230,"10,04 mio. €"
122,,Oldham Athletic,Angleterre,"10,64 mio. €",176,"15,38 mio. €",172,"4,75 mio. €"
123,,Real Valladolid,LaLiga,"10,51 mio. €",184,"26,27 mio. €",179,"15,75 mio. €"
124,,Sociedade Esportiva Palmeiras,Brésil,"10,01 mio. €",163,"55,77 mio. €",155,"45,76 mio. €"
125,,Rayo Vallecano,LaLiga,"9,61 mio. €",161,"3,43 mio. €",162,"-6,18 mio. €"
126,,FC São Paulo,Brésil,"9,35 mio. €",170,"79,99 mio. €",158,"70,64 mio. €"
127,,Stade Rennais FC,Ligue 1,"9,10 mio. €",195,"18,04 mio. €",189,"8,94 mio. €"
128,,Sporting CP,Liga Portugal,"8,98 mio. €",264,"48,70 mio. €",259,"39,72 mio. €"
129,,VfL Bochum,2. Bundesliga,"8,95 mio. €",165,"13,30 mio. €",163,"4,35 mio. €"
130,,Stoke City,Angleterre,"8,49 mio. €",217,"11,65 mio. €",217,"3,16 mio. €"
131,,AC Perugia,Serie A,"8,38 mio. €",305,"34,21 mio. €",345,"25,83 mio. €"
132,,Notts County,Angleterre,"8,37 mio. €",209,"14,32 mio. €",197,"5,94 mio. €"
133,,PAOK Thessaloniki,Super League 1,"8,35 mio. €",146,"8,10 mio. €",142,-242 K €
134,,Swindon Town,First Division,"8,21 mio. €",177,"17,94 mio. €",176,"9,73 mio. €"
135,,Tennis Borussia Berlin,2. Bundesliga,"8,20 mio. €",159,"1,53 mio. €",160,"-6,67 mio. €"
136,,Grasshopper Club Zurich,Super League,"8,09 mio. €",142,"10,14 mio. €",137,"2,06 mio. €"
137,,Heart of Midlothian FC,Premiership,"8,06 mio. €",169,"14,24 mio. €",149,"6,18 mio. €"
138,,Luton Town,Angleterre,"8,04 mio. €",184,"27,92 mio. €",186,"19,87 mio. €"
139,,Málaga CF,LaLiga,"8,00 mio. €",131,"1,78 mio. €",139,"-6,22 mio. €"
140,,Arminia Bielefeld,Bundesliga,"7,87 mio. €",194,"8,73 mio. €",186,859 K €
141,,SC Fribourg,Bundesliga,"7,77 mio. €",174,"7,93 mio. €",174,160 K €
142,,Istanbulspor,Süper Lig,"7,50 mio. €",199,"1,87 mio. €",178,"-5,63 mio. €"
143,,AC Pisa 1909,Serie C - A,"7,25 mio. €",210,"1,28 mio. €",237,"-5,98 mio. €"
144,,SK Sturm Graz,Bundesliga,"6,91 mio. €",143,"4,61 mio. €",153,"-2,30 mio. €"
145,,Port Vale FC,First Division,"6,90 mio. €",163,"12,73 mio. €",154,"5,83 mio. €"
146,,AS Saint-Étienne,Ligue 1,"6,68 mio. €",189,"4,05 mio. €",182,"-2,63 mio. €"
147,,Cruzeiro Esporte Clube,Brésil,"6,60 mio. €",170,"55,37 mio. €",149,"48,77 mio. €"
148,,Fortuna Düsseldorf,RL West-Südwest,"6,60 mio. €",205,"8,56 mio. €",217,"1,96 mio. €"
149,,AC Venezia 1907,Serie A,"6,50 mio. €",300,-,329,"-6,50 mio. €"
150,,CP Mérida,LaLiga2,"6,43 mio. €",155,"16,30 mio. €",130,"9,87 mio. €"
151,,SG Dynamo Dresden,RL Nord/Ost,"5,79 mio. €",152,"13,71 mio. €",157,"7,92 mio. €"
152,,Burnley FC,Angleterre,"5,78 mio. €",178,"2,69 mio. €",178,"-3,09 mio. €"
153,,Genoa CFC,Serie B,"5,65 mio. €",250,"25,33 mio. €",300,"19,68 mio. €"
154,,AEK Athènes,Super League 1,"5,60 mio. €",139,"3,35 mio. €",124,"-2,25 mio. €"
155,,Dynamo Kyiv,Premier Liga,"5,55 mio. €",152,"43,81 mio. €",151,"38,26 mio. €"
156,,Hellas Verona,Serie A,"5,43 mio. €",236,"5,68 mio. €",286,246 K €
157,,Dundee United FC,Premiership,"5,36 mio. €",151,"14,10 mio. €",144,"8,74 mio. €"
158,,FC Arsenal U18,Angleterre,"5,30 mio. €",9,"2,18 mio. €",58,"-3,13 mio. €"
159,,SC Heerenveen,Eredivisie,"5,26 mio. €",160,"13,68 mio. €",152,"8,42 mio. €"
160,,FC Twente Enschede,Eredivisie,"5,18 mio. €",147,"14,18 mio. €",147,"9,00 mio. €"
161,,Rosenborg BK,Eliteserien,"5,15 mio. €",88,"16,47 mio. €",78,"11,32 mio. €"
162,,Nagoya Grampus,J1 - 2nd Stage,"5,10 mio. €",107,150 K €,80,"-4,95 mio. €"
163,,Corinthians São Paulo,Brésil,"5,07 mio. €",154,"27,30 mio. €",141,"22,23 mio. €"
164,,GNK Dinamo Zagreb,Croatie,"4,97 mio. €",167,"28,74 mio. €",184,"23,77 mio. €"
165,,Willem II Tilburg,Eredivisie,"4,95 mio. €",165,"14,00 mio. €",161,"9,05 mio. €"
166,,Racing Club,Torneo Final,"4,91 mio. €",144,"19,16 mio. €",140,"14,26 mio. €"
167,,Tranmere Rovers,First Division,"4,76 mio. €",136,"17,76 mio. €",125,"13,00 mio. €"
168,,Anyang LG Cheetahs,K League 1,"4,71 mio. €",142,"1,95 mio. €",103,"-2,77 mio. €"
169,,Oxford United,Angleterre,"4,70 mio. €",162,"15,79 mio. €",155,"11,09 mio. €"
170,,Hibernian FC,Premiership,"4,68 mio. €",128,"4,47 mio. €",125,-209 K €
171,,Wigan Athletic,Angleterre,"4,67 mio. €",152,"2,37 mio. €",134,"-2,30 mio. €"
172,,AJ Auxerre,Ligue 1,"4,65 mio. €",146,"27,30 mio. €",135,"22,65 mio. €"
173,,Piacenza FC,Serie A,"4,63 mio. €",215,"3,70 mio. €",246,-928 K €
174,,Grêmio Porto Alegre,Brésil,"4,50 mio. €",165,"19,20 mio. €",168,"14,70 mio. €"
175,,Rapid Vienne,Bundesliga,"4,31 mio. €",144,"8,38 mio. €",165,"4,07 mio. €"
176,,Kashima Antlers,J1 - 2nd Stage,"4,15 mio. €",83,-,58,"-4,15 mio. €"
177,,FC Brentford,Angleterre,"4,11 mio. €",185,"9,70 mio. €",172,"5,59 mio. €"
178,,Santos FC,Brésil,"4,04 mio. €",164,"15,01 mio. €",146,"10,98 mio. €"
179,,Preston North End,Angleterre,"3,92 mio. €",168,"5,26 mio. €",163,"1,34 mio. €"
180,,Monarcas Morelia,Liga MX Clausura,"3,90 mio. €",82,-,82,"-3,90 mio. €"
181,,Esporte Clube Vitória,Brésil,"3,88 mio. €",87,"6,50 mio. €",71,"2,63 mio. €"
182,,Stockport County,First Division,"3,86 mio. €",162,"8,07 mio. €",143,"4,21 mio. €"
183,,FC Metz,Ligue 1,"3,80 mio. €",192,"10,77 mio. €",193,"6,97 mio. €"
184,,Standard de Liège,Jupiler Pro League,"3,60 mio. €",204,"17,86 mio. €",198,"14,26 mio. €"
185,,Urawa Red Diamonds,J2 League,"3,53 mio. €",129,500 K €,122,"-3,03 mio. €"
186,,Brighton & Hove Albion,Angleterre,"3,51 mio. €",175,"4,70 mio. €",175,"1,18 mio. €"
187,,CD Cruz Azul,Liga MX Clausura,"3,50 mio. €",100,500 K €,103,"-3,00 mio. €"
188,,Clube Atlético Mineiro,Brésil,"3,50 mio. €",140,"9,70 mio. €",128,"6,20 mio. €"
189,,Roda JC Kerkrade,Eredivisie,"3,39 mio. €",151,"14,40 mio. €",153,"11,01 mio. €"
190,,Siirt Jetpa Spor,1.Lig,"3,37 mio. €",159,-,134,"-3,37 mio. €"
191,,Grimsby Town,First Division,"3,31 mio. €",115,"5,75 mio. €",112,"2,44 mio. €"
192,,FC Sion,Auf-/Abstiegsrunde NLA/NLB,"3,31 mio. €",172,"4,95 mio. €",166,"1,64 mio. €"
193,,Deportivo Alavés,LaLiga,"3,30 mio. €",122,"5,07 mio. €",111,"1,77 mio. €"
194,,Club Brugge KV,Jupiler Pro League,"3,25 mio. €",135,"18,41 mio. €",129,"15,16 mio. €"
195,,Wisla Cracovie,Ekstraklasa,"3,25 mio. €",97,-,94,"-3,25 mio. €"
196,,Southend United,Angleterre,"3,21 mio. €",157,"7,60 mio. €",159,"4,40 mio. €"
197,,Hércules CF,2ª B - Grupo III,"3,16 mio. €",144,966 K €,151,"-2,19 mio. €"
198,,Blackpool FC,Angleterre,"3,09 mio. €",177,"3,12 mio. €",172,30 K €
199,,AIK Solna,Allsvenskan,"3,09 mio. €",92,820 K €,83,"-2,27 mio. €"
200,,Albacete Balompié,LaLiga2,"2,91 mio. €",152,"6,81 mio. €",134,"3,90 mio. €"
201,,CF Extremadura,LaLiga2,"2,88 mio. €",106,"5,10 mio. €",82,"2,22 mio. €"
202,,SC Bastia,Ligue 1,"2,82 mio. €",206,"3,60 mio. €",197,780 K €
203,,FC Gillingham,Angleterre,"2,78 mio. €",142,"3,10 mio. €",126,315 K €
204,,Gaziantepspor,Süper Lig,"2,78 mio. €",242,"15,50 mio. €",235,"12,72 mio. €"
205,,Bristol Rovers,Angleterre,"2,78 mio. €",151,"11,83 mio. €",140,"9,05 mio. €"
206,,Plymouth Argyle,Angleterre,"2,75 mio. €",154,"4,18 mio. €",143,"1,42 mio. €"
207,,Real Madrid B,2ª B - Grupo I,"2,65 mio. €",175,"1,17 mio. €",200,"-1,48 mio. €"
208,,Peterborough United,Angleterre,"2,63 mio. €",185,"6,06 mio. €",170,"3,43 mio. €"
209,,US Lecce,Serie A,"2,62 mio. €",228,"3,60 mio. €",269,980 K €
210,,Austria de Vienne,Bundesliga,"2,56 mio. €",189,"5,76 mio. €",207,"3,21 mio. €"
211,,FC Alverca,Liga Portugal,"2,50 mio. €",77,-,50,"-2,50 mio. €"
212,,Foggia Calcio,Lega Pro 2 - C,"2,47 mio. €",251,"9,80 mio. €",289,"7,34 mio. €"
213,,SG Wattenscheid 09,RL West-Südwest,"2,46 mio. €",173,"5,12 mio. €",176,"2,66 mio. €"
214,,Motherwell FC,Premiership,"2,41 mio. €",128,"5,16 mio. €",117,"2,74 mio. €"
215,,Calcio Padova,Lega Pro 2 - B,"2,41 mio. €",246,"19,33 mio. €",285,"16,92 mio. €"
216,,Bury FC,Angleterre,"2,41 mio. €",165,"8,33 mio. €",159,"5,92 mio. €"
217,,Anorthosis Famagusta,Chypre,"2,28 mio. €",51,364 K €,42,"-1,92 mio. €"
218,,SV Waldhof Mannheim,2. Bundesliga,"2,28 mio. €",202,"5,51 mio. €",192,"3,23 mio. €"
219,,Real Burgos CF,Espagne,"2,26 mio. €",58,384 K €,61,"-1,88 mio. €"
220,,HNK Hajduk Split,Croatie,"2,26 mio. €",174,"20,84 mio. €",194,"18,58 mio. €"
221,,FC St. Pauli,2. Bundesliga,"2,20 mio. €",149,"4,31 mio. €",134,"2,11 mio. €"
222,,KRC Genk,Jupiler Pro League,"2,19 mio. €",143,"13,74 mio. €",134,"11,55 mio. €"
223,,Bröndby IF,Superligaen,"2,11 mio. €",136,"23,43 mio. €",122,"21,32 mio. €"
224,,Iraklis Thessalonique,Super League 1,"2,08 mio. €",124,900 K €,113,"-1,18 mio. €"
225,,SD Compostela,LaLiga2,"2,08 mio. €",80,"1,80 mio. €",62,-280 K €
226,,AFC Bournemouth,Angleterre,"2,04 mio. €",164,"5,48 mio. €",148,"3,44 mio. €"
227,,FC Utrecht,Eredivisie,"2,03 mio. €",167,"12,51 mio. €",165,"10,48 mio. €"
228,,Stuttgarter Kickers,2. Bundesliga,"2,02 mio. €",172,"4,46 mio. €",167,"2,44 mio. €"
229,,Esporte Clube Juventude,Brésil,"2,00 mio. €",58,"2,00 mio. €",50,+-0
230,,CA Osasuna,LaLiga2,"1,97 mio. €",136,"13,14 mio. €",126,"11,17 mio. €"
231,,Swansea City,Pays de Galles,"1,96 mio. €",148,"4,59 mio. €",140,"2,63 mio. €"
232,,Neuchâtel Xamax,Super League,"1,93 mio. €",146,"2,80 mio. €",146,866 K €
233,,Panathinaikos Athen,Super League 1,"1,91 mio. €",137,"2,92 mio. €",135,"1,01 mio. €"
234,,Kocaelispor,Süper Lig,"1,91 mio. €",255,"3,65 mio. €",247,"1,74 mio. €"
235,,Hannover 96,2. Bundesliga,"1,82 mio. €",222,"3,89 mio. €",211,"2,07 mio. €"
236,,Botafogo de Futebol e Regatas,Brésil,"1,80 mio. €",139,"2,09 mio. €",142,290 K €
237,,Samsunspor,Süper Lig,"1,80 mio. €",235,"2,70 mio. €",214,900 K €
238,,Spartak Vladikavkaz,Premier Liga,"1,77 mio. €",175,"3,20 mio. €",170,"1,43 mio. €"
239,,Steaua Bucarest,Roumanie,"1,73 mio. €",152,"24,15 mio. €",144,"22,42 mio. €"
240,,FC Groningen,Keuken Kampioen Divisie,"1,70 mio. €",185,"5,35 mio. €",183,"3,66 mio. €"
241,,FC Dinamo 1948,Roumanie,"1,69 mio. €",182,"12,29 mio. €",176,"10,61 mio. €"
242,,FC Copenhague,Superligaen,"1,68 mio. €",114,"7,43 mio. €",92,"5,75 mio. €"
243,,AC Sparta Prague,Fortuna Liga,"1,66 mio. €",139,"4,81 mio. €",127,"3,15 mio. €"
244,,Nîmes Olympique,Ligue 2,"1,65 mio. €",195,"1,50 mio. €",192,-150 K €
245,,Servette FC,Super League,"1,53 mio. €",148,"11,99 mio. €",142,"10,46 mio. €"
246,,Cerezo Osaka,J1 - 2nd Stage,"1,49 mio. €",100,-,107,"-1,49 mio. €"
247,,CA Independiente,Torneo Final,"1,03 mio. €",155,"20,92 mio. €",144,"19,89 mio. €"
248,,CF América,Liga MX Clausura,"1,00 mio. €",114,-,117,"-1,00 mio. €"
249,,Yokohama Flügels (-1998),Japon,"1,00 mio. €",94,-,96,"-1,00 mio. €"
250,,JEF United Ichihara,J1 - 2nd Stage,900 K €,118,"17,80 mio. €",112,"16,90 mio. €"
